GEO.id,GEO.id2,GEO.display-label,VD01,VD02,VD03
Id,Id2,Geography,Total population in occupied housing units:,Owner occupied,Renter occupied
1500000US290370608002,290370608002,"Block Group 2, Census Tract 608, Cass County, Missouri",20,20,0
1500000US290370608003,290370608003,"Block Group 3, Census Tract 608, Cass County, Missouri",5,5,0
1500000US290370609001,290370609001,"Block Group 1, Census Tract 609, Cass County, Missouri",15,13,2
1500000US290370609002,290370609002,"Block Group 2, Census Tract 609, Cass County, Missouri",4,2,2
1500000US290370609003,290370609003,"Block Group 3, Census Tract 609, Cass County, Missouri",7,3,4
1500000US290370609004,290370609004,"Block Group 4, Census Tract 609, Cass County, Missouri",4,4,0
1500000US290370609005,290370609005,"Block Group 5, Census Tract 609, Cass County, Missouri",3,3,0
1500000US290370609006,290370609006,"Block Group 6, Census Tract 609, Cass County, Missouri",0,0,0
1500000US290370610011,290370610011,"Block Group 1, Census Tract 610.01, Cass County, Missouri",9,9,0
1500000US290370610012,290370610012,"Block Group 2, Census Tract 610.01, Cass County, Missouri",0,0,0
1500000US290370610021,290370610021,"Block Group 1, Census Tract 610.02, Cass County, Missouri",7,7,0
1500000US290370610022,290370610022,"Block Group 2, Census Tract 610.02, Cass County, Missouri",0,0,0
1500000US290370610023,290370610023,"Block Group 3, Census Tract 610.02, Cass County, Missouri",6,6,0
1500000US290370611001,290370611001,"Block Group 1, Census Tract 611, Cass County, Missouri",0,0,0
1500000US290370611002,290370611002,"Block Group 2, Census Tract 611, Cass County, Missouri",0,0,0
1500000US290370611003,290370611003,"Block Group 3, Census Tract 611, Cass County, Missouri",0,0,0
1500000US290370611004,290370611004,"Block Group 4, Census Tract 611, Cass County, Missouri",0,0,0
1500000US290370612001,290370612001,"Block Group 1, Census Tract 612, Cass County, Missouri",0,0,0
1500000US290370612002,290370612002,"Block Group 2, Census Tract 612, Cass County, Missouri",0,0,0
1500000US290370612003,290370612003,"Block Group 3, Census Tract 612, Cass County, Missouri",0,0,0
1500000US290470200001,290470200001,"Block Group 1, Census Tract 200, Clay County, Missouri",2,0,2
1500000US290470201001,290470201001,"Block Group 1, Census Tract 201, Clay County, Missouri",76,20,56
1500000US290470201002,290470201002,"Block Group 2, Census Tract 201, Clay County, Missouri",114,5,109
1500000US290470202011,290470202011,"Block Group 1, Census Tract 202.01, Clay County, Missouri",14,14,0
1500000US290470202012,290470202012,"Block Group 2, Census Tract 202.01, Clay County, Missouri",27,16,11
1500000US290470202013,290470202013,"Block Group 3, Census Tract 202.01, Clay County, Missouri",159,115,44
1500000US290470202014,290470202014,"Block Group 4, Census Tract 202.01, Clay County, Missouri",51,34,17
1500000US290470202021,290470202021,"Block Group 1, Census Tract 202.02, Clay County, Missouri",50,50,0
1500000US290470202022,290470202022,"Block Group 2, Census Tract 202.02, Clay County, Missouri",44,34,10
1500000US290470203001,290470203001,"Block Group 1, Census Tract 203, Clay County, Missouri",15,10,5
1500000US290470203002,290470203002,"Block Group 2, Census Tract 203, Clay County, Missouri",30,20,10
1500000US290470203003,290470203003,"Block Group 3, Census Tract 203, Clay County, Missouri",10,10,0
1500000US290470203004,290470203004,"Block Group 4, Census Tract 203, Clay County, Missouri",12,12,0
1500000US290470203005,290470203005,"Block Group 5, Census Tract 203, Clay County, Missouri",106,39,67
1500000US290470204001,290470204001,"Block Group 1, Census Tract 204, Clay County, Missouri",23,23,0
1500000US290470204002,290470204002,"Block Group 2, Census Tract 204, Clay County, Missouri",48,8,40
1500000US290470205001,290470205001,"Block Group 1, Census Tract 205, Clay County, Missouri",31,16,15
1500000US290470205002,290470205002,"Block Group 2, Census Tract 205, Clay County, Missouri",19,1,18
1500000US290470205003,290470205003,"Block Group 3, Census Tract 205, Clay County, Missouri",34,26,8
1500000US290470205004,290470205004,"Block Group 4, Census Tract 205, Clay County, Missouri",20,17,3
1500000US290470205005,290470205005,"Block Group 5, Census Tract 205, Clay County, Missouri",45,41,4
1500000US290470205006,290470205006,"Block Group 6, Census Tract 205, Clay County, Missouri",14,11,3
1500000US290470206021,290470206021,"Block Group 1, Census Tract 206.02, Clay County, Missouri",5,5,0
1500000US290470206022,290470206022,"Block Group 2, Census Tract 206.02, Clay County, Missouri",13,8,5
1500000US290470206023,290470206023,"Block Group 3, Census Tract 206.02, Clay County, Missouri",11,5,6
1500000US290470206024,290470206024,"Block Group 4, Census Tract 206.02, Clay County, Missouri",46,0,46
1500000US290470206025,290470206025,"Block Group 5, Census Tract 206.02, Clay County, Missouri",10,0,10
1500000US290470206031,290470206031,"Block Group 1, Census Tract 206.03, Clay County, Missouri",10,8,2
1500000US290470206032,290470206032,"Block Group 2, Census Tract 206.03, Clay County, Missouri",8,0,8
1500000US290470206033,290470206033,"Block Group 3, Census Tract 206.03, Clay County, Missouri",2,2,0
1500000US290470206041,290470206041,"Block Group 1, Census Tract 206.04, Clay County, Missouri",36,36,0
1500000US290470206042,290470206042,"Block Group 2, Census Tract 206.04, Clay County, Missouri",10,7,3
1500000US290470206043,290470206043,"Block Group 3, Census Tract 206.04, Clay County, Missouri",1,1,0
1500000US290470206044,290470206044,"Block Group 4, Census Tract 206.04, Clay County, Missouri",1,1,0
1500000US290470206045,290470206045,"Block Group 5, Census Tract 206.04, Clay County, Missouri",10,10,0
1500000US290470207001,290470207001,"Block Group 1, Census Tract 207, Clay County, Missouri",11,11,0
1500000US290470207002,290470207002,"Block Group 2, Census Tract 207, Clay County, Missouri",2,2,0
1500000US290470207003,290470207003,"Block Group 3, Census Tract 207, Clay County, Missouri",6,6,0
1500000US290470207004,290470207004,"Block Group 4, Census Tract 207, Clay County, Missouri",0,0,0
1500000US290470208011,290470208011,"Block Group 1, Census Tract 208.01, Clay County, Missouri",14,6,8
1500000US290470208012,290470208012,"Block Group 2, Census Tract 208.01, Clay County, Missouri",24,24,0
1500000US290470208013,290470208013,"Block Group 3, Census Tract 208.01, Clay County, Missouri",4,3,1
1500000US290470208014,290470208014,"Block Group 4, Census Tract 208.01, Clay County, Missouri",0,0,0
1500000US290470208021,290470208021,"Block Group 1, Census Tract 208.02, Clay County, Missouri",0,0,0
1500000US290470208022,290470208022,"Block Group 2, Census Tract 208.02, Clay County, Missouri",6,0,6
1500000US290470208023,290470208023,"Block Group 3, Census Tract 208.02, Clay County, Missouri",6,6,0
1500000US290470208024,290470208024,"Block Group 4, Census Tract 208.02, Clay County, Missouri",7,7,0
1500000US290470208025,290470208025,"Block Group 5, Census Tract 208.02, Clay County, Missouri",4,0,4
1500000US290470209011,290470209011,"Block Group 1, Census Tract 209.01, Clay County, Missouri",25,25,0
1500000US290470209012,290470209012,"Block Group 2, Census Tract 209.01, Clay County, Missouri",2,2,0
1500000US290470209013,290470209013,"Block Group 3, Census Tract 209.01, Clay County, Missouri",5,0,5
1500000US290470209014,290470209014,"Block Group 4, Census Tract 209.01, Clay County, Missouri",42,42,0
1500000US290470209015,290470209015,"Block Group 5, Census Tract 209.01, Clay County, Missouri",15,5,10
1500000US290470209021,290470209021,"Block Group 1, Census Tract 209.02, Clay County, Missouri",30,29,1
1500000US290470209022,290470209022,"Block Group 2, Census Tract 209.02, Clay County, Missouri",5,5,0
1500000US290470210011,290470210011,"Block Group 1, Census Tract 210.01, Clay County, Missouri",5,5,0
1500000US290470210012,290470210012,"Block Group 2, Census Tract 210.01, Clay County, Missouri",19,13,6
1500000US290470210021,290470210021,"Block Group 1, Census Tract 210.02, Clay County, Missouri",73,44,29
1500000US290470210022,290470210022,"Block Group 2, Census Tract 210.02, Clay County, Missouri",3,3,0
1500000US290470210023,290470210023,"Block Group 3, Census Tract 210.02, Clay County, Missouri",1,1,0
1500000US290470210024,290470210024,"Block Group 4, Census Tract 210.02, Clay County, Missouri",2,2,0
1500000US290470210025,290470210025,"Block Group 5, Census Tract 210.02, Clay County, Missouri",2,2,0
1500000US290470211011,290470211011,"Block Group 1, Census Tract 211.01, Clay County, Missouri",7,7,0
1500000US290470211012,290470211012,"Block Group 2, Census Tract 211.01, Clay County, Missouri",0,0,0
1500000US290470211013,290470211013,"Block Group 3, Census Tract 211.01, Clay County, Missouri",4,4,0
1500000US290470211014,290470211014,"Block Group 4, Census Tract 211.01, Clay County, Missouri",13,9,4
1500000US290470211015,290470211015,"Block Group 5, Census Tract 211.01, Clay County, Missouri",18,0,18
1500000US290470211016,290470211016,"Block Group 6, Census Tract 211.01, Clay County, Missouri",23,10,13
1500000US290470211021,290470211021,"Block Group 1, Census Tract 211.02, Clay County, Missouri",9,3,6
1500000US290470211022,290470211022,"Block Group 2, Census Tract 211.02, Clay County, Missouri",32,19,13
1500000US290470211023,290470211023,"Block Group 3, Census Tract 211.02, Clay County, Missouri",4,4,0
1500000US290470211024,290470211024,"Block Group 4, Census Tract 211.02, Clay County, Missouri",5,1,4
1500000US290470211025,290470211025,"Block Group 5, Census Tract 211.02, Clay County, Missouri",0,0,0
1500000US290470211026,290470211026,"Block Group 6, Census Tract 211.02, Clay County, Missouri",11,4,7
1500000US290470211031,290470211031,"Block Group 1, Census Tract 211.03, Clay County, Missouri",1,1,0
1500000US290470211032,290470211032,"Block Group 2, Census Tract 211.03, Clay County, Missouri",20,18,2
1500000US290470211033,290470211033,"Block Group 3, Census Tract 211.03, Clay County, Missouri",6,6,0
1500000US290470211034,290470211034,"Block Group 4, Census Tract 211.03, Clay County, Missouri",8,8,0
1500000US290470212031,290470212031,"Block Group 1, Census Tract 212.03, Clay County, Missouri",41,5,36
1500000US290470212032,290470212032,"Block Group 2, Census Tract 212.03, Clay County, Missouri",7,7,0
1500000US290470212033,290470212033,"Block Group 3, Census Tract 212.03, Clay County, Missouri",12,12,0
1500000US290470212034,290470212034,"Block Group 4, Census Tract 212.03, Clay County, Missouri",38,32,6
1500000US290470212041,290470212041,"Block Group 1, Census Tract 212.04, Clay County, Missouri",81,81,0
1500000US290470212042,290470212042,"Block Group 2, Census Tract 212.04, Clay County, Missouri",0,0,0
1500000US290470212043,290470212043,"Block Group 3, Census Tract 212.04, Clay County, Missouri",24,0,24
1500000US290470212051,290470212051,"Block Group 1, Census Tract 212.05, Clay County, Missouri",49,33,16
1500000US290470212052,290470212052,"Block Group 2, Census Tract 212.05, Clay County, Missouri",19,14,5
1500000US290470212061,290470212061,"Block Group 1, Census Tract 212.06, Clay County, Missouri",0,0,0
1500000US290470212062,290470212062,"Block Group 2, Census Tract 212.06, Clay County, Missouri",28,28,0
1500000US290470212063,290470212063,"Block Group 3, Census Tract 212.06, Clay County, Missouri",23,18,5
1500000US290470213031,290470213031,"Block Group 1, Census Tract 213.03, Clay County, Missouri",0,0,0
1500000US290470213041,290470213041,"Block Group 1, Census Tract 213.04, Clay County, Missouri",13,13,0
1500000US290470213042,290470213042,"Block Group 2, Census Tract 213.04, Clay County, Missouri",60,58,2
1500000US290470213051,290470213051,"Block Group 1, Census Tract 213.05, Clay County, Missouri",23,23,0
1500000US290470213052,290470213052,"Block Group 2, Census Tract 213.05, Clay County, Missouri",21,21,0
1500000US290470213053,290470213053,"Block Group 3, Census Tract 213.05, Clay County, Missouri",1,1,0
1500000US290470213061,290470213061,"Block Group 1, Census Tract 213.06, Clay County, Missouri",21,21,0
1500000US290470213062,290470213062,"Block Group 2, Census Tract 213.06, Clay County, Missouri",38,33,5
1500000US290470213063,290470213063,"Block Group 3, Census Tract 213.06, Clay County, Missouri",23,17,6
1500000US290470214011,290470214011,"Block Group 1, Census Tract 214.01, Clay County, Missouri",2,0,2
1500000US290470214012,290470214012,"Block Group 2, Census Tract 214.01, Clay County, Missouri",2,0,2
1500000US290470214013,290470214013,"Block Group 3, Census Tract 214.01, Clay County, Missouri",19,19,0
1500000US290470214014,290470214014,"Block Group 4, Census Tract 214.01, Clay County, Missouri",5,5,0
1500000US290470214021,290470214021,"Block Group 1, Census Tract 214.02, Clay County, Missouri",6,0,6
1500000US290470214022,290470214022,"Block Group 2, Census Tract 214.02, Clay County, Missouri",22,18,4
1500000US290470214023,290470214023,"Block Group 3, Census Tract 214.02, Clay County, Missouri",0,0,0
1500000US290470214024,290470214024,"Block Group 4, Census Tract 214.02, Clay County, Missouri",17,12,5
1500000US290470215001,290470215001,"Block Group 1, Census Tract 215, Clay County, Missouri",0,0,0
1500000US290470216001,290470216001,"Block Group 1, Census Tract 216, Clay County, Missouri",5,0,5
1500000US290470216002,290470216002,"Block Group 2, Census Tract 216, Clay County, Missouri",10,4,6
1500000US290470217001,290470217001,"Block Group 1, Census Tract 217, Clay County, Missouri",0,0,0
1500000US290470217002,290470217002,"Block Group 2, Census Tract 217, Clay County, Missouri",1,1,0
1500000US290470217003,290470217003,"Block Group 3, Census Tract 217, Clay County, Missouri",6,6,0
1500000US290470217004,290470217004,"Block Group 4, Census Tract 217, Clay County, Missouri",0,0,0
1500000US290470217005,290470217005,"Block Group 5, Census Tract 217, Clay County, Missouri",1,0,1
1500000US290470217006,290470217006,"Block Group 6, Census Tract 217, Clay County, Missouri",0,0,0
1500000US290470217007,290470217007,"Block Group 7, Census Tract 217, Clay County, Missouri",4,4,0
1500000US290470217008,290470217008,"Block Group 8, Census Tract 217, Clay County, Missouri",5,5,0
1500000US290470217009,290470217009,"Block Group 9, Census Tract 217, Clay County, Missouri",14,14,0
1500000US290470218011,290470218011,"Block Group 1, Census Tract 218.01, Clay County, Missouri",24,22,2
1500000US290470218012,290470218012,"Block Group 2, Census Tract 218.01, Clay County, Missouri",0,0,0
1500000US290470218013,290470218013,"Block Group 3, Census Tract 218.01, Clay County, Missouri",0,0,0
1500000US290470218021,290470218021,"Block Group 1, Census Tract 218.02, Clay County, Missouri",0,0,0
1500000US290470218022,290470218022,"Block Group 2, Census Tract 218.02, Clay County, Missouri",3,0,3
1500000US290470218023,290470218023,"Block Group 3, Census Tract 218.02, Clay County, Missouri",3,3,0
1500000US290470218024,290470218024,"Block Group 4, Census Tract 218.02, Clay County, Missouri",8,8,0
1500000US290470218025,290470218025,"Block Group 5, Census Tract 218.02, Clay County, Missouri",4,4,0
1500000US290470219001,290470219001,"Block Group 1, Census Tract 219, Clay County, Missouri",7,7,0
1500000US290470219002,290470219002,"Block Group 2, Census Tract 219, Clay County, Missouri",2,2,0
1500000US290470220001,290470220001,"Block Group 1, Census Tract 220, Clay County, Missouri",10,4,6
1500000US290470220002,290470220002,"Block Group 2, Census Tract 220, Clay County, Missouri",15,15,0
1500000US290950001001,290950001001,"Block Group 1, Census Tract 1, Jackson County, Missouri",0,0,0
1500000US290950002001,290950002001,"Block Group 1, Census Tract 2, Jackson County, Missouri",3,0,3
1500000US290950003001,290950003001,"Block Group 1, Census Tract 3, Jackson County, Missouri",252,0,252
1500000US290950003002,290950003002,"Block Group 2, Census Tract 3, Jackson County, Missouri",272,101,171
1500000US290950004001,290950004001,"Block Group 1, Census Tract 4, Jackson County, Missouri",19,17,2
1500000US290950005011,290950005011,"Block Group 1, Census Tract 5.01, Jackson County, Missouri",2,2,0
1500000US290950005021,290950005021,"Block Group 1, Census Tract 5.02, Jackson County, Missouri",5,5,0
1500000US290950006001,290950006001,"Block Group 1, Census Tract 6, Jackson County, Missouri",60,45,15
1500000US290950006002,290950006002,"Block Group 2, Census Tract 6, Jackson County, Missouri",70,38,32
1500000US290950006003,290950006003,"Block Group 3, Census Tract 6, Jackson County, Missouri",26,22,4
1500000US290950006004,290950006004,"Block Group 4, Census Tract 6, Jackson County, Missouri",72,64,8
1500000US290950007001,290950007001,"Block Group 1, Census Tract 7, Jackson County, Missouri",33,28,5
1500000US290950007002,290950007002,"Block Group 2, Census Tract 7, Jackson County, Missouri",81,71,10
1500000US290950007003,290950007003,"Block Group 3, Census Tract 7, Jackson County, Missouri",134,116,18
1500000US290950007004,290950007004,"Block Group 4, Census Tract 7, Jackson County, Missouri",73,69,4
1500000US290950008001,290950008001,"Block Group 1, Census Tract 8, Jackson County, Missouri",71,56,15
1500000US290950008002,290950008002,"Block Group 2, Census Tract 8, Jackson County, Missouri",58,46,12
1500000US290950008004,290950008004,"Block Group 4, Census Tract 8, Jackson County, Missouri",69,50,19
1500000US290950008005,290950008005,"Block Group 5, Census Tract 8, Jackson County, Missouri",21,15,6
1500000US290950009001,290950009001,"Block Group 1, Census Tract 9, Jackson County, Missouri",51,5,46
1500000US290950009002,290950009002,"Block Group 2, Census Tract 9, Jackson County, Missouri",47,36,11
1500000US290950009003,290950009003,"Block Group 3, Census Tract 9, Jackson County, Missouri",64,60,4
1500000US290950009004,290950009004,"Block Group 4, Census Tract 9, Jackson County, Missouri",11,3,8
1500000US290950010001,290950010001,"Block Group 1, Census Tract 10, Jackson County, Missouri",43,28,15
1500000US290950010002,290950010002,"Block Group 2, Census Tract 10, Jackson County, Missouri",121,45,76
1500000US290950010003,290950010003,"Block Group 3, Census Tract 10, Jackson County, Missouri",26,12,14
1500000US290950011001,290950011001,"Block Group 1, Census Tract 11, Jackson County, Missouri",24,0,24
1500000US290950011002,290950011002,"Block Group 2, Census Tract 11, Jackson County, Missouri",7,0,7
1500000US290950012001,290950012001,"Block Group 1, Census Tract 12, Jackson County, Missouri",9,0,9
1500000US290950013001,290950013001,"Block Group 1, Census Tract 13, Jackson County, Missouri",21,0,21
1500000US290950014001,290950014001,"Block Group 1, Census Tract 14, Jackson County, Missouri",0,0,0
1500000US290950015001,290950015001,"Block Group 1, Census Tract 15, Jackson County, Missouri",26,8,18
1500000US290950016001,290950016001,"Block Group 1, Census Tract 16, Jackson County, Missouri",15,3,12
1500000US290950017001,290950017001,"Block Group 1, Census Tract 17, Jackson County, Missouri",30,0,30
1500000US290950018001,290950018001,"Block Group 1, Census Tract 18, Jackson County, Missouri",100,74,26
1500000US290950018002,290950018002,"Block Group 2, Census Tract 18, Jackson County, Missouri",101,78,23
1500000US290950018006,290950018006,"Block Group 6, Census Tract 18, Jackson County, Missouri",16,14,2
1500000US290950018007,290950018007,"Block Group 7, Census Tract 18, Jackson County, Missouri",27,23,4
1500000US290950019001,290950019001,"Block Group 1, Census Tract 19, Jackson County, Missouri",80,50,30
1500000US290950019002,290950019002,"Block Group 2, Census Tract 19, Jackson County, Missouri",12,8,4
1500000US290950019003,290950019003,"Block Group 3, Census Tract 19, Jackson County, Missouri",5,3,2
1500000US290950019004,290950019004,"Block Group 4, Census Tract 19, Jackson County, Missouri",78,54,24
1500000US290950020001,290950020001,"Block Group 1, Census Tract 20, Jackson County, Missouri",31,27,4
1500000US290950020002,290950020002,"Block Group 2, Census Tract 20, Jackson County, Missouri",68,48,20
1500000US290950021001,290950021001,"Block Group 1, Census Tract 21, Jackson County, Missouri",56,48,8
1500000US290950021002,290950021002,"Block Group 2, Census Tract 21, Jackson County, Missouri",29,28,1
1500000US290950021003,290950021003,"Block Group 3, Census Tract 21, Jackson County, Missouri",51,45,6
1500000US290950021004,290950021004,"Block Group 4, Census Tract 21, Jackson County, Missouri",52,46,6
1500000US290950022001,290950022001,"Block Group 1, Census Tract 22, Jackson County, Missouri",77,59,18
1500000US290950022002,290950022002,"Block Group 2, Census Tract 22, Jackson County, Missouri",4,0,4
1500000US290950022003,290950022003,"Block Group 3, Census Tract 22, Jackson County, Missouri",35,33,2
1500000US290950023001,290950023001,"Block Group 1, Census Tract 23, Jackson County, Missouri",0,0,0
1500000US290950023002,290950023002,"Block Group 2, Census Tract 23, Jackson County, Missouri",11,11,0
1500000US290950024001,290950024001,"Block Group 1, Census Tract 24, Jackson County, Missouri",33,28,5
1500000US290950025001,290950025001,"Block Group 1, Census Tract 25, Jackson County, Missouri",4,0,4
1500000US290950026001,290950026001,"Block Group 1, Census Tract 26, Jackson County, Missouri",0,0,0
1500000US290950027001,290950027001,"Block Group 1, Census Tract 27, Jackson County, Missouri",0,0,0
1500000US290950028011,290950028011,"Block Group 1, Census Tract 28.01, Jackson County, Missouri",0,0,0
1500000US290950028021,290950028021,"Block Group 1, Census Tract 28.02, Jackson County, Missouri",0,0,0
1500000US290950029001,290950029001,"Block Group 1, Census Tract 29, Jackson County, Missouri",0,0,0
1500000US290950030001,290950030001,"Block Group 1, Census Tract 30, Jackson County, Missouri",0,0,0
1500000US290950030002,290950030002,"Block Group 2, Census Tract 30, Jackson County, Missouri",0,0,0
1500000US290950030003,290950030003,"Block Group 3, Census Tract 30, Jackson County, Missouri",30,0,30
1500000US290950031001,290950031001,"Block Group 1, Census Tract 31, Jackson County, Missouri",0,0,0
1500000US290950032001,290950032001,"Block Group 1, Census Tract 32, Jackson County, Missouri",0,0,0
1500000US290950033001,290950033001,"Block Group 1, Census Tract 33, Jackson County, Missouri",0,0,0
1500000US290950033002,290950033002,"Block Group 2, Census Tract 33, Jackson County, Missouri",0,0,0
1500000US290950034001,290950034001,"Block Group 1, Census Tract 34, Jackson County, Missouri",9,9,0
1500000US290950034002,290950034002,"Block Group 2, Census Tract 34, Jackson County, Missouri",0,0,0
1500000US290950034003,290950034003,"Block Group 3, Census Tract 34, Jackson County, Missouri",6,3,3
1500000US290950034004,290950034004,"Block Group 4, Census Tract 34, Jackson County, Missouri",0,0,0
1500000US290950035011,290950035011,"Block Group 1, Census Tract 35.01, Jackson County, Missouri",7,5,2
1500000US290950035012,290950035012,"Block Group 2, Census Tract 35.01, Jackson County, Missouri",11,4,7
1500000US290950035021,290950035021,"Block Group 1, Census Tract 35.02, Jackson County, Missouri",0,0,0
1500000US290950036011,290950036011,"Block Group 1, Census Tract 36.01, Jackson County, Missouri",0,0,0
1500000US290950036021,290950036021,"Block Group 1, Census Tract 36.02, Jackson County, Missouri",0,0,0
1500000US290950036022,290950036022,"Block Group 2, Census Tract 36.02, Jackson County, Missouri",0,0,0
1500000US290950037001,290950037001,"Block Group 1, Census Tract 37, Jackson County, Missouri",4,4,0
1500000US290950037002,290950037002,"Block Group 2, Census Tract 37, Jackson County, Missouri",5,5,0
1500000US290950038001,290950038001,"Block Group 1, Census Tract 38, Jackson County, Missouri",5,5,0
1500000US290950038002,290950038002,"Block Group 2, Census Tract 38, Jackson County, Missouri",3,3,0
1500000US290950039001,290950039001,"Block Group 1, Census Tract 39, Jackson County, Missouri",0,0,0
1500000US290950039002,290950039002,"Block Group 2, Census Tract 39, Jackson County, Missouri",0,0,0
1500000US290950040001,290950040001,"Block Group 1, Census Tract 40, Jackson County, Missouri",11,11,0
1500000US290950040002,290950040002,"Block Group 2, Census Tract 40, Jackson County, Missouri",0,0,0
1500000US290950041001,290950041001,"Block Group 1, Census Tract 41, Jackson County, Missouri",0,0,0
1500000US290950042001,290950042001,"Block Group 1, Census Tract 42, Jackson County, Missouri",2,2,0
1500000US290950042002,290950042002,"Block Group 2, Census Tract 42, Jackson County, Missouri",0,0,0
1500000US290950043001,290950043001,"Block Group 1, Census Tract 43, Jackson County, Missouri",22,3,19
1500000US290950043002,290950043002,"Block Group 2, Census Tract 43, Jackson County, Missouri",0,0,0
1500000US290950043003,290950043003,"Block Group 3, Census Tract 43, Jackson County, Missouri",7,3,4
1500000US290950044001,290950044001,"Block Group 1, Census Tract 44, Jackson County, Missouri",25,7,18
1500000US290950045001,290950045001,"Block Group 1, Census Tract 45, Jackson County, Missouri",0,0,0
1500000US290950046001,290950046001,"Block Group 1, Census Tract 46, Jackson County, Missouri",3,3,0
1500000US290950046002,290950046002,"Block Group 2, Census Tract 46, Jackson County, Missouri",0,0,0
1500000US290950046003,290950046003,"Block Group 3, Census Tract 46, Jackson County, Missouri",4,0,4
1500000US290950046004,290950046004,"Block Group 4, Census Tract 46, Jackson County, Missouri",6,0,6
1500000US290950047001,290950047001,"Block Group 1, Census Tract 47, Jackson County, Missouri",11,0,11
1500000US290950048001,290950048001,"Block Group 1, Census Tract 48, Jackson County, Missouri",24,0,24
1500000US290950048002,290950048002,"Block Group 2, Census Tract 48, Jackson County, Missouri",21,9,12
1500000US290950049001,290950049001,"Block Group 1, Census Tract 49, Jackson County, Missouri",1,0,1
1500000US290950049002,290950049002,"Block Group 2, Census Tract 49, Jackson County, Missouri",1,1,0
1500000US290950050001,290950050001,"Block Group 1, Census Tract 50, Jackson County, Missouri",11,0,11
1500000US290950050002,290950050002,"Block Group 2, Census Tract 50, Jackson County, Missouri",7,0,7
1500000US290950050003,290950050003,"Block Group 3, Census Tract 50, Jackson County, Missouri",5,0,5
1500000US290950051001,290950051001,"Block Group 1, Census Tract 51, Jackson County, Missouri",2,0,2
1500000US290950051002,290950051002,"Block Group 2, Census Tract 51, Jackson County, Missouri",6,3,3
1500000US290950052001,290950052001,"Block Group 1, Census Tract 52, Jackson County, Missouri",0,0,0
1500000US290950052002,290950052002,"Block Group 2, Census Tract 52, Jackson County, Missouri",0,0,0
1500000US290950053001,290950053001,"Block Group 1, Census Tract 53, Jackson County, Missouri",20,20,0
